EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,TotalWorkingYears,YearsAtCompany,Attrition,EducationField,JobSatisfaction,OverTime,MaritalStatus,PerformanceRating
EMP1301,47,Male,Sales,Consultant,11385.66,10,2,No,Technical Degree,1,Yes,Single,4
EMP1302,38,Female,Finance,Consultant,11234.4,34,30,No,Other,3,No,Divorced,3
EMP1303,54,Female,IT,Consultant,4427.49,6,2,No,Human Resources,2,Yes,Married,3
EMP1304,30,Male,Sales,Analyst,9316.53,16,3,No,Other,2,No,Divorced,3
EMP1305,50,Female,HR,Manager,6718.63,19,15,No,Human Resources,1,No,Married,3
EMP1306,47,Female,IT,Executive,2774.68,34,26,No,Marketing,2,No,Married,4
EMP1307,56,Female,IT,Analyst,8801.74,25,20,No,Life Sciences,2,No,Married,3
EMP1308,46,Male,Finance,Analyst,4071.89,31,10,No,Other,2,No,Married,3
EMP1309,45,Male,R&D,Manager,6994.53,17,11,No,Medical,3,Yes,Married,4
EMP1310,34,Female,R&D,Engineer,4119.04,30,26,No,Medical,3,No,Divorced,3
EMP1311,28,Male,Finance,Analyst,4266.48,31,10,No,Marketing,2,No,Married,3
EMP1312,57,Female,Finance,Engineer,5982.7,19,5,Yes,Marketing,1,No,Single,3
EMP1313,41,Female,Finance,Engineer,19997.36,29,9,No,Medical,2,Yes,Divorced,3
EMP1314,22,Female,R&D,Consultant,2538.22,1,1,No,Other,4,No,Divorced,3
EMP1315,29,Female,Finance,Manager,13676.77,4,4,No,Medical,1,No,Married,2
EMP1316,37,Female,Sales,Engineer,4971.76,28,19,No,Life Sciences,3,No,Single,4
EMP1317,35,Male,IT,Manager,18610.99,18,13,No,Human Resources,4,No,Single,3
EMP1318,33,Female,IT,Consultant,4138.58,26,18,No,Life Sciences,2,Yes,Married,3
EMP1319,44,Male,HR,Manager,19213.61,19,17,No,Medical,2,No,Married,3
EMP1320,36,Male,HR,Analyst,13191.21,6,3,Yes,Human Resources,1,No,Single,3
EMP1321,49,Female,IT,Engineer,2522.19,1,1,No,Medical,1,Yes,Divorced,3
EMP1322,55,Female,Sales,Manager,18145.13,8,6,No,Life Sciences,2,Yes,Divorced,4
EMP1323,23,Male,R&D,Executive,11629.96,33,10,No,Life Sciences,2,No,Married,3
EMP1324,53,Male,R&D,Manager,7096.72,21,2,No,Other,1,No,Divorced,3
EMP1325,44,Male,Sales,Engineer,15927.39,24,24,No,Other,4,No,Divorced,3
EMP1326,43,Female,R&D,Consultant,18716.65,25,6,No,Life Sciences,3,No,Single,3
EMP1327,46,Male,Finance,Consultant,10964.59,19,13,No,Human Resources,1,Yes,Divorced,4
EMP1328,43,Female,IT,Engineer,8022.19,29,18,Yes,Other,4,No,Single,3
EMP1329,43,Female,IT,Analyst,16306.54,10,7,No,Other,2,No,Married,3
EMP1330,27,Female,Sales,Analyst,14431.25,12,2,No,Technical Degree,3,No,Married,4
EMP1331,36,Male,R&D,Consultant,18053.17,33,5,Yes,Technical Degree,4,No,Single,3
EMP1332,58,Female,HR,Consultant,14619.0,7,2,No,Other,3,No,Single,3
EMP1333,54,Female,HR,Engineer,6761.75,17,11,No,Medical,3,No,Married,3
EMP1334,29,Female,R&D,Analyst,18804.04,10,10,No,Human Resources,3,No,Single,4
EMP1335,26,Female,HR,Consultant,4334.63,31,11,No,Marketing,4,No,Married,3
EMP1336,25,Female,Sales,Analyst,7189.0,6,3,No,Other,4,No,Married,3
EMP1337,27,Male,Sales,Consultant,11603.41,17,2,No,Technical Degree,2,No,Married,3
EMP1338,53,Female,R&D,Manager,12400.49,18,15,No,Human Resources,3,No,Married,3
EMP1339,51,Female,HR,Executive,2767.94,26,7,No,Human Resources,1,No,Married,3
EMP1340,56,Male,Sales,Manager,16160.02,16,9,No,Technical Degree,1,No,Married,3
EMP1341,37,Female,Sales,Consultant,8828.13,8,5,Yes,Human Resources,1,No,Divorced,3
EMP1342,34,Male,Finance,Executive,9612.32,24,7,No,Human Resources,4,Yes,Divorced,3
EMP1343,51,Female,Finance,Executive,16663.97,13,4,No,Technical Degree,2,No,Married,1
EMP1344,40,Male,Sales,Consultant,9137.46,29,2,No,Life Sciences,4,Yes,Divorced,2
EMP1345,38,Male,R&D,Consultant,3326.44,32,3,No,Other,3,No,Single,3
EMP1346,40,Female,IT,Analyst,5587.7,24,2,No,Medical,1,No,Single,3
EMP1347,49,Female,IT,Consultant,19228.31,16,5,No,Marketing,4,No,Married,3
EMP1348,47,Female,Sales,Engineer,3732.09,11,6,No,Medical,1,Yes,Divorced,3
EMP1349,58,Male,Sales,Consultant,8711.3,32,31,Yes,Life Sciences,4,Yes,Single,3
EMP1350,47,Male,Sales,Engineer,11305.64,6,3,No,Life Sciences,1,No,Single,4
EMP1351,44,Male,R&D,Consultant,11132.41,33,4,No,Human Resources,3,No,Single,3
EMP1352,30,Female,Finance,Analyst,2569.3,18,7,No,Medical,1,No,Single,3
EMP1353,33,Male,Sales,Engineer,11270.35,13,12,No,Life Sciences,3,Yes,Divorced,3
EMP1354,22,Male,Sales,Manager,9216.02,10,6,No,Medical,3,No,Single,3
EMP1355,22,Female,HR,Engineer,19511.39,26,7,No,Life Sciences,4,No,Single,3
EMP1356,55,Male,R&D,Analyst,5285.28,17,17,Yes,Marketing,4,No,Single,4
EMP1357,53,Male,Sales,Engineer,8697.7,1,1,Yes,Life Sciences,4,No,Married,3
EMP1358,46,Female,HR,Consultant,9840.93,25,19,No,Medical,3,No,Single,4
EMP1359,22,Male,IT,Consultant,9337.14,34,32,No,Human Resources,2,No,Single,3
EMP1360,37,Female,Sales,Analyst,14152.04,10,7,No,Medical,2,No,Divorced,3
EMP1361,26,Female,Sales,Executive,6271.48,20,3,No,Technical Degree,3,Yes,Single,3
EMP1362,43,Female,HR,Consultant,6368.75,7,6,No,Medical,3,No,Single,3
EMP1363,50,Female,R&D,Manager,15261.19,16,1,No,Marketing,4,No,Single,3
EMP1364,24,Female,Sales,Analyst,11255.08,29,10,No,Other,4,Yes,Married,3
EMP1365,33,Male,IT,Engineer,9765.22,12,6,No,Marketing,4,No,Divorced,4
EMP1366,47,Male,Sales,Engineer,5461.05,17,17,No,Marketing,2,No,Divorced,3
EMP1367,37,Female,IT,Manager,5781.73,20,17,No,Life Sciences,2,Yes,Married,3
EMP1368,58,Female,Finance,Consultant,2684.65,26,14,No,Marketing,3,No,Married,1
EMP1369,43,Male,Finance,Analyst,4099.96,19,18,No,Medical,2,No,Divorced,4
EMP1370,50,Female,IT,Manager,12244.68,12,9,No,Other,4,No,Single,3
EMP1371,35,Female,R&D,Consultant,18107.78,21,5,No,Human Resources,4,Yes,Divorced,4
EMP1372,49,Female,Sales,Analyst,7525.38,34,32,No,Marketing,4,No,Married,3
EMP1373,26,Male,Sales,Engineer,8235.58,7,4,No,Medical,4,No,Single,3
EMP1374,51,Male,Finance,Analyst,4523.1,15,2,No,Life Sciences,4,No,Divorced,3
EMP1375,26,Female,IT,Executive,9301.04,1,1,No,Life Sciences,1,Yes,Single,3
EMP1376,33,Female,Sales,Analyst,3151.38,26,5,Yes,Human Resources,3,No,Single,3
EMP1377,37,Male,Sales,Executive,18558.01,25,16,No,Human Resources,3,Yes,Married,3
EMP1378,47,Male,R&D,Analyst,14279.45,15,14,No,Medical,2,No,Divorced,3
EMP1379,47,Female,HR,Executive,19838.1,22,19,No,Human Resources,4,No,Married,3
EMP1380,42,Female,Finance,Engineer,17949.41,6,6,No,Human Resources,1,Yes,Divorced,3
EMP1381,57,Male,Finance,Consultant,10777.34,15,9,No,Life Sciences,4,No,Divorced,3
EMP1382,54,Male,HR,Executive,11594.49,24,6,No,Medical,4,No,Single,2
EMP1383,51,Male,Sales,Executive,5835.08,21,17,No,Other,2,No,Single,2
EMP1384,58,Female,R&D,Engineer,10585.69,7,3,No,Human Resources,1,No,Single,3
EMP1385,44,Male,R&D,Executive,18302.99,29,12,No,Medical,1,No,Married,2
EMP1386,31,Female,Finance,Manager,3389.93,32,4,No,Marketing,3,No,Single,3
EMP1387,26,Male,R&D,Engineer,17612.24,32,16,No,Life Sciences,4,No,Married,3
EMP1388,57,Male,HR,Manager,8466.59,5,1,Yes,Other,1,No,Single,3
EMP1389,55,Male,Sales,Engineer,18241.47,4,3,No,Life Sciences,3,No,Married,2
EMP1390,52,Male,HR,Executive,18965.4,22,22,No,Life Sciences,1,No,Divorced,3
EMP1391,31,Female,IT,Manager,14240.14,18,4,No,Technical Degree,4,Yes,Married,3
EMP1392,40,Female,Finance,Executive,14127.42,17,17,No,Medical,3,Yes,Married,3
EMP1393,53,Male,R&D,Engineer,10423.2,24,8,No,Marketing,1,No,Married,4
EMP1394,22,Female,IT,Executive,17121.95,2,2,No,Human Resources,2,No,Divorced,1
EMP1395,26,Male,R&D,Manager,19328.22,13,11,No,Marketing,1,No,Married,3
EMP1396,25,Male,Sales,Manager,16063.93,15,2,Yes,Medical,4,Yes,Divorced,3
EMP1397,37,Male,Sales,Executive,13383.89,5,3,No,Life Sciences,2,No,Single,3
EMP1398,45,Male,Sales,Analyst,13118.88,3,3,No,Technical Degree,1,No,Single,3
EMP1399,37,Female,R&D,Engineer,17365.72,3,3,Yes,Medical,1,No,Divorced,3
EMP1400,23,Male,IT,Engineer,11971.07,23,22,No,Other,3,No,Married,3
EMP1401,49,Male,Sales,Executive,16567.55,28,24,No,Other,4,Yes,Single,3
EMP1402,53,Female,IT,Analyst,11405.49,30,6,No,Medical,1,Yes,Married,3
EMP1403,48,Male,R&D,Manager,3592.77,18,14,No,Human Resources,1,No,Married,3
EMP1404,41,Male,IT,Consultant,9219.07,33,30,No,Marketing,1,No,Divorced,3
EMP1405,45,Male,R&D,Consultant,10277.72,26,10,No,Marketing,4,Yes,Single,4
EMP1406,33,Female,R&D,Executive,4978.3,17,8,No,Human Resources,2,No,Divorced,3
EMP1407,56,Male,Finance,Analyst,4293.69,7,7,No,Technical Degree,4,No,Divorced,3
EMP1408,54,Female,R&D,Analyst,11870.64,8,8,No,Life Sciences,3,No,Divorced,3
EMP1409,54,Male,R&D,Engineer,3990.01,31,28,No,Life Sciences,3,No,Divorced,3
EMP1410,58,Male,HR,Manager,7801.54,12,8,Yes,Other,4,No,Married,3
EMP1411,33,Female,Sales,Analyst,15530.45,31,23,No,Technical Degree,1,No,Single,1
EMP1412,24,Male,Finance,Consultant,19377.56,19,2,No,Human Resources,1,Yes,Single,3
EMP1413,22,Male,Finance,Manager,15062.74,10,9,No,Medical,2,Yes,Single,3
EMP1414,54,Female,Finance,Manager,19870.95,12,7,Yes,Marketing,4,No,Married,3
EMP1415,31,Female,HR,Executive,14720.91,20,12,No,Medical,4,No,Married,3
EMP1416,50,Female,R&D,Analyst,7641.4,7,3,No,Marketing,1,No,Divorced,3
EMP1417,34,Female,Sales,Executive,14260.92,14,6,No,Medical,3,Yes,Divorced,3
EMP1418,33,Female,IT,Analyst,14787.74,11,9,No,Human Resources,3,Yes,Divorced,3
EMP1419,52,Male,R&D,Engineer,9005.22,7,5,No,Human Resources,2,Yes,Divorced,3
EMP1420,23,Female,HR,Executive,2809.99,29,17,No,Technical Degree,2,Yes,Single,3
EMP1421,56,Male,R&D,Executive,14806.0,10,2,No,Medical,3,No,Divorced,2
EMP1422,44,Male,R&D,Consultant,2879.75,29,13,Yes,Medical,4,No,Married,4
EMP1423,38,Male,HR,Executive,13545.79,9,1,No,Technical Degree,2,No,Married,3
EMP1424,47,Female,Finance,Analyst,5363.29,10,10,No,Technical Degree,1,No,Married,3
EMP1425,29,Female,Finance,Consultant,12398.06,19,19,No,Human Resources,4,Yes,Divorced,3
EMP1426,50,Male,Sales,Executive,11318.48,31,11,No,Human Resources,1,No,Single,2
EMP1427,47,Female,Sales,Executive,2736.49,17,5,Yes,Other,2,Yes,Single,4
EMP1428,31,Female,Finance,Engineer,8850.15,9,1,No,Medical,3,Yes,Divorced,3
EMP1429,47,Female,IT,Executive,13019.1,33,20,No,Human Resources,2,Yes,Divorced,3
EMP1430,55,Female,R&D,Manager,17350.61,34,30,No,Human Resources,3,No,Married,1
EMP1431,28,Male,IT,Consultant,18051.24,24,13,Yes,Medical,4,No,Married,3
EMP1432,25,Male,R&D,Manager,10967.37,9,8,No,Technical Degree,2,No,Single,2
EMP1433,32,Female,Finance,Consultant,15247.39,7,6,No,Medical,2,No,Married,3
EMP1434,50,Male,Sales,Engineer,8037.96,16,13,No,Life Sciences,2,No,Married,3
EMP1435,57,Female,Sales,Executive,8488.26,19,17,No,Medical,4,No,Divorced,2
EMP1436,46,Female,IT,Executive,5903.11,6,4,No,Life Sciences,1,Yes,Single,3
EMP1437,42,Male,Sales,Executive,12334.09,11,1,No,Medical,1,Yes,Divorced,3
EMP1438,57,Male,Finance,Consultant,8004.87,12,3,No,Life Sciences,3,No,Single,3
EMP1439,31,Male,IT,Executive,3976.49,13,10,No,Life Sciences,2,No,Divorced,3
EMP1440,58,Female,R&D,Manager,14487.61,12,8,No,Medical,1,Yes,Single,3
EMP1441,30,Male,Sales,Executive,14885.68,21,11,No,Other,4,Yes,Married,3
EMP1442,45,Female,HR,Engineer,8799.87,10,8,No,Human Resources,2,No,Single,4
EMP1443,56,Male,Sales,Manager,3842.66,20,3,No,Marketing,3,No,Single,3
EMP1444,56,Male,R&D,Executive,9960.21,28,7,No,Human Resources,1,No,Divorced,3
EMP1445,57,Female,IT,Executive,10240.87,24,19,No,Life Sciences,4,Yes,Single,1
EMP1446,39,Female,R&D,Analyst,14201.74,5,4,No,Medical,4,No,Single,3
EMP1447,53,Female,HR,Consultant,8019.79,12,9,Yes,Medical,3,No,Single,3
EMP1448,45,Female,Finance,Manager,14445.49,2,2,Yes,Medical,1,No,Divorced,3
EMP1449,44,Female,Sales,Analyst,17751.05,9,4,No,Medical,2,No,Single,3
EMP1450,53,Female,IT,Engineer,6656.01,22,19,No,Other,4,No,Divorced,3
EMP1451,58,Female,Finance,Consultant,19631.09,5,5,No,Marketing,3,No,Married,3
EMP1452,33,Female,R&D,Manager,9261.44,12,7,No,Technical Degree,4,No,Divorced,4
EMP1453,34,Male,IT,Executive,7177.03,1,1,No,Life Sciences,4,No,Single,3
EMP1454,44,Female,Finance,Manager,9876.45,22,5,No,Marketing,1,No,Married,3
EMP1455,46,Female,IT,Executive,4151.96,19,4,No,Human Resources,1,Yes,Single,3
EMP1456,56,Male,HR,Consultant,4699.85,16,2,No,Technical Degree,2,Yes,Divorced,4
EMP1457,51,Female,HR,Executive,9752.6,31,26,No,Technical Degree,4,No,Married,4
EMP1458,38,Male,Sales,Engineer,15842.78,3,1,Yes,Medical,3,No,Married,1
EMP1459,41,Male,Sales,Executive,18255.46,23,16,Yes,Marketing,4,No,Married,4
EMP1460,46,Female,HR,Engineer,14134.31,18,2,No,Human Resources,3,Yes,Single,4
EMP1461,43,Male,IT,Consultant,4341.34,26,19,No,Medical,4,Yes,Married,3
EMP1462,34,Female,HR,Consultant,14260.35,13,1,No,Medical,3,No,Married,3
EMP1463,40,Male,Sales,Manager,13619.99,18,5,Yes,Other,4,No,Married,3
EMP1464,57,Male,HR,Engineer,16600.87,3,1,Yes,Life Sciences,4,No,Married,3
EMP1465,33,Male,HR,Engineer,16941.85,23,18,No,Technical Degree,2,No,Divorced,3
EMP1466,40,Female,IT,Analyst,17693.55,3,3,No,Human Resources,1,No,Single,3
EMP1467,33,Female,Finance,Analyst,9747.3,25,21,No,Technical Degree,1,No,Single,1
EMP1468,30,Male,Sales,Analyst,14712.63,27,18,No,Marketing,3,No,Married,3
EMP1469,28,Male,IT,Executive,7194.38,27,8,No,Life Sciences,4,Yes,Divorced,4
EMP1470,49,Female,HR,Analyst,19988.38,25,15,No,Medical,4,No,Married,3
EMP1471,35,Female,HR,Engineer,5568.35,24,13,No,Life Sciences,1,No,Single,3
EMP1472,52,Male,Finance,Executive,2677.0,8,5,No,Medical,3,Yes,Single,3
EMP1473,40,Male,Sales,Consultant,5104.15,9,6,No,Life Sciences,2,No,Single,3
EMP1474,37,Female,Sales,Manager,16077.77,30,20,No,Medical,2,No,Married,3
EMP1475,26,Female,R&D,Analyst,10318.71,19,13,No,Technical Degree,2,No,Married,3
EMP1476,56,Female,Sales,Consultant,10331.25,16,4,No,Technical Degree,4,No,Divorced,2
EMP1477,33,Female,Finance,Engineer,19212.9,24,2,No,Technical Degree,3,Yes,Divorced,2
EMP1478,46,Female,R&D,Manager,18593.61,21,3,Yes,Technical Degree,1,Yes,Single,3
EMP1479,42,Male,R&D,Consultant,7945.91,6,3,Yes,Life Sciences,4,No,Single,3
EMP1480,57,Female,HR,Manager,6158.52,5,5,Yes,Medical,4,Yes,Divorced,4
EMP1481,44,Male,HR,Analyst,17348.44,14,5,Yes,Technical Degree,2,Yes,Single,3
EMP1482,37,Female,Sales,Engineer,18355.33,4,2,No,Life Sciences,3,No,Divorced,1
EMP1483,35,Male,R&D,Manager,11977.95,8,6,No,Medical,3,No,Married,3
EMP1484,52,Female,HR,Consultant,13514.91,24,6,No,Life Sciences,2,Yes,Single,3
EMP1485,26,Female,Finance,Analyst,6996.0,11,4,No,Other,2,No,Single,3
EMP1486,56,Male,HR,Analyst,16514.05,17,7,No,Technical Degree,2,No,Divorced,3
EMP1487,44,Male,HR,Consultant,13562.14,21,4,No,Marketing,4,No,Married,3
EMP1488,50,Female,R&D,Consultant,11311.49,26,2,No,Life Sciences,4,Yes,Single,3
EMP1489,32,Female,R&D,Manager,3551.9,27,27,No,Technical Degree,4,No,Single,1
EMP1490,39,Female,IT,Executive,18528.86,16,7,Yes,Human Resources,1,Yes,Divorced,3
EMP1491,33,Female,Finance,Analyst,13270.4,26,3,No,Medical,1,No,Married,3
EMP1492,30,Female,R&D,Manager,5872.09,33,33,Yes,Other,3,No,Divorced,2
EMP1493,31,Male,Sales,Consultant,13111.76,31,2,No,Technical Degree,2,Yes,Married,3
EMP1494,38,Male,Finance,Manager,14355.61,6,2,No,Human Resources,2,Yes,Married,3
EMP1495,59,Female,Finance,Consultant,11700.98,8,8,No,Life Sciences,4,No,Divorced,4
EMP1496,28,Male,R&D,Engineer,15066.78,7,1,No,Life Sciences,1,No,Divorced,3
EMP1497,34,Male,Finance,Consultant,12675.44,34,15,No,Human Resources,2,Yes,Married,3
EMP1498,30,Male,R&D,Consultant,19085.97,14,8,Yes,Other,3,Yes,Divorced,3
EMP1499,48,Female,HR,Consultant,3439.7,16,15,No,Human Resources,2,No,Single,3
EMP1500,23,Male,IT,Executive,4359.3,9,6,No,Medical,4,Yes,Single,3
EMP1501,26,Female,HR,Consultant,5539.25,10,6,No,Life Sciences,4,No,Single,3
EMP1502,50,Male,R&D,Analyst,14577.99,17,14,No,Human Resources,1,Yes,Single,3
EMP1503,58,Female,R&D,Analyst,13797.93,12,1,No,Marketing,3,Yes,Single,3
EMP1504,59,Male,HR,Manager,18111.03,6,2,No,Marketing,3,No,Divorced,3
EMP1505,40,Female,Sales,Executive,15325.36,19,19,No,Human Resources,2,Yes,Married,4
EMP1506,29,Female,Sales,Manager,11396.22,29,17,No,Medical,3,Yes,Divorced,3
EMP1507,22,Male,Sales,Analyst,19857.06,6,4,No,Life Sciences,2,Yes,Single,3
EMP1508,43,Female,R&D,Analyst,7156.89,25,12,No,Marketing,2,No,Single,3
EMP1509,38,Female,Finance,Engineer,17080.85,24,9,No,Human Resources,1,No,Divorced,3
EMP1510,28,Female,R&D,Consultant,9968.83,25,14,No,Human Resources,3,No,Divorced,3
EMP1511,46,Female,Finance,Analyst,13852.86,16,4,No,Technical Degree,4,No,Married,3
EMP1512,25,Female,HR,Manager,15227.2,16,1,No,Human Resources,2,No,Single,4
EMP1513,57,Female,IT,Manager,13590.7,6,2,Yes,Medical,2,No,Divorced,3
EMP1514,27,Female,Finance,Consultant,4958.88,21,17,No,Marketing,2,No,Married,3
EMP1515,52,Female,Sales,Consultant,10251.64,4,1,No,Technical Degree,3,Yes,Single,4
EMP1516,40,Male,R&D,Engineer,12325.17,34,17,No,Marketing,3,Yes,Single,3
EMP1517,48,Male,HR,Executive,17358.27,28,18,Yes,Marketing,3,Yes,Single,3
EMP1518,31,Female,Sales,Manager,10263.8,28,20,No,Medical,2,Yes,Divorced,3
EMP1519,47,Female,HR,Consultant,18578.08,17,2,Yes,Human Resources,4,Yes,Single,3
EMP1520,40,Male,IT,Manager,10206.55,14,8,No,Medical,4,No,Single,2
EMP1521,24,Male,R&D,Consultant,12103.65,7,5,No,Human Resources,3,No,Married,3
EMP1522,34,Male,R&D,Analyst,16435.0,22,22,No,Technical Degree,4,Yes,Divorced,4
EMP1523,49,Female,IT,Manager,12703.68,1,1,No,Medical,2,Yes,Married,3
EMP1524,41,Male,R&D,Analyst,19303.82,29,20,Yes,Medical,3,Yes,Divorced,3
EMP1525,49,Female,Finance,Manager,14055.88,31,22,Yes,Other,3,Yes,Single,3
EMP1526,29,Female,HR,Executive,11647.42,30,15,No,Life Sciences,2,Yes,Married,3
EMP1527,22,Male,Sales,Engineer,2912.86,15,4,No,Medical,3,No,Divorced,3
EMP1528,24,Female,IT,Analyst,9740.33,18,9,No,Other,2,Yes,Divorced,3
EMP1529,34,Female,Finance,Consultant,7736.85,30,3,No,Life Sciences,3,Yes,Single,3
EMP1530,49,Female,Sales,Executive,15591.85,34,3,No,Human Resources,4,Yes,Single,3
EMP1531,46,Female,Sales,Manager,6144.86,11,2,No,Human Resources,3,No,Married,4
EMP1532,54,Male,IT,Analyst,6091.35,27,1,No,Human Resources,3,No,Married,4
EMP1533,59,Male,Finance,Manager,5816.58,24,14,No,Other,3,No,Divorced,3
EMP1534,27,Female,Sales,Manager,4698.27,8,1,No,Other,1,No,Married,1
EMP1535,53,Female,Sales,Manager,7942.62,18,13,No,Life Sciences,4,Yes,Single,3
EMP1536,42,Male,Finance,Engineer,18003.64,13,3,No,Human Resources,2,Yes,Married,3
EMP1537,37,Female,R&D,Engineer,16061.25,24,23,No,Marketing,1,No,Married,4
EMP1538,42,Male,Sales,Consultant,15366.9,23,15,Yes,Medical,4,No,Divorced,3
EMP1539,32,Female,HR,Analyst,16453.39,12,11,No,Other,3,Yes,Single,3
EMP1540,58,Female,Finance,Executive,7214.81,30,25,No,Other,3,No,Divorced,1
EMP1541,57,Male,Sales,Executive,18030.23,31,14,No,Other,2,No,Single,3
EMP1542,56,Male,IT,Executive,4902.81,28,2,No,Life Sciences,2,Yes,Single,3
EMP1543,40,Male,HR,Manager,8386.05,22,7,No,Human Resources,4,No,Divorced,2
EMP1544,41,Male,Sales,Engineer,12768.09,28,17,No,Marketing,4,No,Married,4
EMP1545,39,Female,HR,Analyst,4300.84,13,2,No,Medical,2,Yes,Divorced,3
EMP1546,35,Male,HR,Manager,15277.28,25,6,No,Medical,4,No,Married,2
EMP1547,36,Female,R&D,Engineer,9276.81,7,3,No,Human Resources,2,No,Divorced,3
EMP1548,52,Male,HR,Engineer,16227.1,6,5,Yes,Marketing,3,Yes,Divorced,2
EMP1549,22,Male,R&D,Analyst,11125.68,24,8,Yes,Life Sciences,2,No,Married,3
EMP1550,24,Female,Finance,Analyst,5665.3,19,2,No,Other,1,Yes,Married,3
EMP1551,37,Male,R&D,Analyst,15358.33,19,1,Yes,Other,2,No,Married,4
EMP1552,44,Male,IT,Manager,6912.52,9,7,No,Human Resources,2,No,Divorced,3
EMP1553,32,Male,Sales,Consultant,11089.18,29,22,No,Medical,1,No,Married,3
EMP1554,33,Male,Finance,Analyst,3821.83,24,24,No,Other,1,Yes,Married,2
EMP1555,31,Female,Finance,Consultant,13312.67,5,3,No,Medical,1,No,Married,3
EMP1556,53,Female,IT,Manager,14152.51,26,15,Yes,Medical,1,No,Single,3
EMP1557,37,Male,R&D,Consultant,9126.8,14,13,No,Human Resources,2,No,Married,3
EMP1558,29,Male,Sales,Executive,19202.4,29,24,No,Technical Degree,4,No,Married,3
EMP1559,59,Male,R&D,Consultant,17797.96,6,2,No,Technical Degree,1,Yes,Married,3
EMP1560,33,Female,HR,Analyst,14888.97,7,6,No,Technical Degree,3,No,Single,3
EMP1561,45,Female,R&D,Manager,14988.91,18,6,Yes,Marketing,2,No,Single,3
EMP1562,49,Female,Finance,Analyst,6917.03,23,9,No,Human Resources,4,No,Married,2
EMP1563,29,Female,Sales,Executive,13994.27,1,1,No,Medical,3,Yes,Married,3
EMP1564,49,Male,R&D,Analyst,5968.61,4,4,No,Other,2,No,Married,3
EMP1565,57,Male,Sales,Analyst,5020.06,23,7,No,Marketing,2,No,Married,1
EMP1566,47,Male,Sales,Analyst,19990.69,27,18,No,Technical Degree,3,No,Single,3
EMP1567,29,Female,HR,Engineer,13391.58,26,24,No,Life Sciences,1,Yes,Married,3
EMP1568,49,Male,HR,Executive,10042.29,8,1,No,Marketing,1,No,Single,4
EMP1569,49,Female,Finance,Analyst,7542.88,16,7,No,Marketing,3,No,Divorced,3
EMP1570,58,Female,IT,Analyst,13068.61,3,1,No,Human Resources,4,No,Single,3
EMP1571,57,Male,Sales,Analyst,3367.89,32,4,No,Other,1,No,Divorced,3
EMP1572,48,Male,IT,Manager,4156.92,5,4,Yes,Marketing,2,No,Single,3
EMP1573,38,Male,Finance,Engineer,3074.99,20,4,Yes,Other,2,No,Single,3
EMP1574,30,Female,Sales,Manager,11235.47,14,9,No,Human Resources,4,Yes,Single,3
EMP1575,54,Female,Sales,Engineer,13010.62,32,30,No,Life Sciences,2,No,Married,4
EMP1576,41,Male,IT,Analyst,3593.4,26,24,No,Medical,1,No,Single,3
EMP1577,34,Male,R&D,Executive,15121.43,6,4,No,Medical,4,Yes,Married,3
EMP1578,49,Female,HR,Consultant,6531.91,5,2,No,Technical Degree,1,Yes,Single,3
EMP1579,50,Male,R&D,Consultant,14491.03,13,13,No,Technical Degree,4,Yes,Single,3
EMP1580,34,Female,IT,Analyst,19683.2,32,22,No,Life Sciences,3,No,Divorced,3
EMP1581,56,Female,HR,Manager,14594.35,16,8,Yes,Medical,2,No,Single,4
EMP1582,27,Male,R&D,Executive,17955.88,1,1,No,Technical Degree,4,No,Married,4
EMP1583,39,Male,HR,Engineer,19093.47,13,7,No,Other,3,No,Divorced,3
EMP1584,26,Male,Sales,Analyst,11018.14,11,5,No,Marketing,1,No,Divorced,2
EMP1585,46,Male,R&D,Executive,14790.69,8,4,Yes,Human Resources,3,Yes,Single,3
EMP1586,23,Female,HR,Executive,17409.46,25,13,Yes,Technical Degree,1,No,Single,3
EMP1587,31,Female,HR,Engineer,8740.66,32,29,No,Life Sciences,4,No,Divorced,4
EMP1588,51,Female,HR,Executive,7074.45,24,20,No,Medical,4,Yes,Married,2
EMP1589,26,Male,R&D,Manager,19065.48,28,14,No,Life Sciences,2,No,Single,3
EMP1590,54,Female,Finance,Manager,15210.31,14,12,No,Human Resources,2,No,Divorced,3
EMP1591,22,Male,R&D,Manager,6344.44,3,2,No,Human Resources,4,Yes,Married,1
EMP1592,39,Male,IT,Executive,10358.96,27,27,Yes,Life Sciences,1,No,Single,3
EMP1593,53,Male,R&D,Manager,16437.91,20,20,Yes,Technical Degree,1,Yes,Divorced,3
EMP1594,32,Male,HR,Engineer,12073.6,15,4,No,Technical Degree,4,No,Divorced,3
EMP1595,42,Male,Sales,Executive,13874.16,27,21,No,Medical,1,No,Single,3
EMP1596,47,Male,R&D,Consultant,15690.94,28,18,Yes,Other,4,Yes,Married,2
EMP1597,46,Female,R&D,Executive,13385.16,25,7,No,Medical,2,No,Married,3
EMP1598,43,Male,HR,Engineer,11951.39,33,15,No,Marketing,1,No,Divorced,3
EMP1599,48,Female,Sales,Consultant,15618.25,14,5,No,Other,2,No,Married,3
EMP1600,34,Female,Sales,Executive,15232.35,8,6,No,Marketing,3,Yes,Divorced,3
EMP1601,54,Male,IT,Manager,13522.77,14,4,No,Medical,2,Yes,Single,3
